total_floor_area,number_of_floors,building_age,occupancy_peak,occupancy_off_peak,peak_hours_per_day,base_occupant_count,peak_occupant_count,off_peak_occupant_count,climate_zone,climate_description,outdoor_temperature,humidity,hvac_system_type,has_energy_recovery,hvac_efficiency_base,hvac_efficiency_peak,hvac_efficiency_off_peak,lighting_power_density_base,equipment_power_density_base,lighting_power_density_peak,equipment_power_density_peak,lighting_power_density_off_peak,equipment_power_density_off_peak,total_operating_hours,weekday_numeric,has_elevator_numeric,floor_height,building_type,avg_daily_occupants,avg_lighting_power,avg_equipment_power,avg_hvac_efficiency,occupant_density_peak,occupant_density_off_peak,hvac_type_factor,energy_recovery_savings,peak_load_intensity,energy_consumption_kwh,building_id,building_name,location,building_type_numeric,hvac_system_type_numeric
19039.735882944442,40,39,1.1337490317537613,0.22238723642573088,9,630,714,140,6,Cold,8.780150216901582,64.61529738231361,Split,1,0.7952019498268096,0.7580269143609019,0.8344672752329,9.252944503922912,11.513437554448396,13.278647726813091,14.973922467816791,6.21930175058262,3.813937418922529,20.226401052038874,6,1,3.501526399787756,Commercial,395.4087594084986,9.360449482332447,8.779717795848446,0.8004541432833268,0.037500520195744534,0.007353043175636184,0.9,0.15874654606291969,2.116027909511362,52826.157191128346,B00000,Diaz-Noble Building,Beckville,0,3
47560.35816729085,7,76,1.1136843396440583,0.38523559458329487,7,463,515,178,1,Hot-Humid,29.77080630641519,60.8649932929345,VRF,0,0.9085266358791169,0.8828152683977071,0.9630408505846941,6.672414544639614,10.845454288105907,9.061590507146441,14.28580507744344,3.6254703202525502,2.338748200870272,20.282567820665044,6,1,3.3784634370896116,Office,294.30677243916404,5.50160561262351,6.461963706690287,0.9353530804623755,0.010828345703127736,0.003742612689624732,1.1,0.0,1.9922346844737382,63031.35324237577,B00001,Webb PLC Building,East Marieton,3,4
36733.70011966455,32,20,1.2808948997365097,0.4855902866910209,5,696,891,337,4,Mixed-Dry,27.705339177501035,40.51222807146078,VRF,1,0.9373054225091115,0.8576485490828422,0.9588730380330642,8.690582311279941,14.184039399637333,11.118939244956314,19.465432591044365,5.3864378592660085,3.939274984842342,20.15187803205552,5,1,3.167427990472123,Residential,474.4561713599979,6.808762214487799,7.791560509175265,0.9337576396594723,0.02425565617123943,0.009174137070378998,1.1,0.12165858261290308,2.249013731706183,87183.24188451837,B00002,Blackburn and Sons Building,Robertsside,4,4
30133.59496775331,48,48,1.1793239867104148,0.29321126561537514,9,633,746,185,4,Mixed-Dry,19.350904364340533,86.31830211550218,Chiller,0,0.9096247434156831,0.8255908675358783,0.940521101257702,14.679551166766178,10.609823094364852,21.082987209591224,17.934418043936432,7.9395299009400855,5.126715104018757,17.864541583413633,6,0,4.411985654793373,Office,467.6268995722652,14.561088882766288,11.579123967746952,0.882620253443237,0.02475642221906522,0.0061393272259075956,1.0,0.0,2.863067889933164,84295.27694005745,B00003,"Johnson, Williams and Aguilar Building",Morenoberg,3,0
8222.922701900608,19,71,0.7819741258592513,0.3741937401079851,6,621,485,232,3,Warm-Humid,29.825729370023883,47.43788766187696,Split,1,0.6374656301897219,0.6289314525999159,0.6810129306425614,18.071256488219753,11.64389289641826,23.407924082026383,16.311101578953746,9.849201531743514,5.568376367577048,8.504186380545697,4,0,3.952414312289264,Office,410.5003211444894,19.415353031879967,13.147743562034533,0.6442676320010915,0.05898146165084336,0.028213812583496204,0.9,0.18577986870004032,1.4189007683059291,64772.36748642125,B00004,"Medina, Powers and Aguirre Building",Whitebury,3,3
8221.728756642031,6,54,0.9085810521857208,0.4860810103252383,5,1553,1411,754,2,Hot-Dry,28.779687309747704,35.18257588673405,Split,1,0.8209303198391239,0.8067111902864978,0.8703208810863267,11.824989922765242,12.732331835007042,15.05847900285105,17.198810542494968,5.3586747592593325,5.027928956617495,14.12224211775042,5,1,3.2987740854233296,Educational,986.611788737926,8.792904311024316,9.33704697215546,0.8477997791715404,0.17161840797291023,0.0917082066701448,0.9,0.11035905321288522,1.56291179124859,126810.2412965417,B00005,"Garcia, Newton and Valdez Building",East Margaretberg,1,3
3375.1388023258733,20,78,1.2790844204426117,0.39514500499840627,7,968,1238,382,3,Warm-Humid,26.837607747575564,58.81590577675911,VRF,0,0.7546001002420262,0.7186256981642003,0.7824938084312905,7.904232951267604,4.272051392889002,9.892149795365592,7.3927699385615595,3.1269155381085505,1.0918130266714314,13.204419914204829,5,1,3.966551975750053,Office,835.7874468498254,6.713338880330101,4.432111098817906,0.7486356931354656,0.36679972958352713,0.11318053045307543,1.1,0.0,2.7701346829079867,86997.93551658341,B00006,Decker-Orozco Building,New Hannah,3,4
43375.71921585929,27,75,0.9938232365187987,0.4019339906929863,9,656,651,263,6,Cold,4.084384135698242,72.42500689166395,Packaged,0,0.6440272763389396,0.6222825843584421,0.6512392195726944,14.564180688677887,11.356011263050714,20.217362937464895,16.06046711717504,6.39884249979122,2.5972636313380035,8.33818081890688,0,1,4.969121787240524,Office,681.7963868667692,21.31416835325086,17.129070269277808,0.6199842345120038,0.015008396673731177,0.006063300038696312,0.85,0.0,1.9511019092008914,337513.3567311581,B00007,Garner and Sons Building,Lake Henryton,3,2
30255.193081288835,43,71,0.7669824671927111,0.2536785534682508,8,772,592,195,5,Cool-Humid,19.865651506356404,20.856350097558636,Packaged,1,0.7942893299383873,0.7719937332581681,0.8215028908808593,7.954009568428457,6.822962766903137,10.123415511412713,10.583842322604298,3.3243309321388215,3.308166771952313,9.370642753074657,3,0,4.11551278167307,Residential,533.9308592473983,9.128914253421028,9.519630162349706,0.7792354316020844,0.019566888844815184,0.006445174535032028,0.85,0.20102688300141458,1.5142470968275141,76590.27027320735,B00008,"Weeks, Rodgers and Mills Building",Riveraland,4,2
35549.59260090425,37,29,0.9751629278034051,0.347782903655848,4,1370,1335,476,6,Cold,10.792321394339961,39.34408051768832,VRF,1,0.7248304069548998,0.6868878080062948,0.7280309383757089,13.554315533875231,12.877785303953011,17.78933825924526,18.926941249183614,7.813934139234684,5.9488973102921126,14.726796681432067,5,1,4.7441553618695185,Office,709.3161837110306,10.523390740231378,9.473912076131736,0.7168558997683548,0.03755317297127176,0.013389745568783038,1.1,0.146764348727384,1.881042629869614,130278.71480554265,B00009,Singh-Taylor Building,New Brentville,3,4
1518.9324676422211,48,74,1.1181959404424804,0.310124824126174,7,249,278,77,3,Warm-Humid,28.002101828759372,77.74844968200209,Packaged,0,0.7210257437537227,0.6674701495965684,0.7629005558595541,6.534375840288437,8.762166124333653,9.231236247950504,15.318687944708024,3.064790117490684,2.79844613585273,22.092214863627916,1,1,3.1767429972274606,Educational,140.6875935113437,5.018651383989805,6.765531066131867,0.7326630786321938,0.18302327846841565,0.05069349799305038,0.85,0.0,2.7617461231504765,22721.455679364637,B00010,Howard Ltd Building,Hernandezmouth,1,2
48510.537682018716,7,93,1.2985289330087446,0.341287055717309,6,743,964,253,3,Warm-Humid,20.947385993025197,55.491476536991875,Packaged,0,0.633055791548922,0.6002250375328811,0.653504473349857,17.16702602211084,9.967390257408574,24.688737487061154,16.46986986023197,8.927978500592964,3.8761256529965022,23.38785476600963,5,1,4.804148897274868,Residential,435.40236407658574,12.97129734556215,7.10696772891149,0.6398359852349721,0.01987197104099144,0.0052153616943680856,0.85,0.0,3.085774259697037,86603.53898655364,B00011,Allen Group Building,Lopezshire,4,2
41705.91071962088,5,73,0.8943431899379211,0.4402479729325631,8,1419,1269,624,1,Hot-Humid,33.223656998612945,48.59418132059398,Split,0,0.94259853798475,0.9379607638075823,0.9784030028645281,17.077499850476062,6.124050889871992,22.105617873105764,9.351174974482031,10.389551245180877,2.9043040474456028,19.89481068921538,6,0,4.116262834087749,Educational,883.3641166335472,15.100756317074707,5.496686966889481,0.9621405755657878,0.030427341786903813,0.014961908018146555,0.9,0.0,1.7677057106383884,123366.62727264501,B00012,Davis Inc Building,South Michaelburgh,1,3
11010.78597857467,11,48,1.0084521249275642,0.3382096963238295,9,1178,1187,398,6,Cold,-0.7191968511247815,85.16308957076183,Split,0,0.854085965078337,0.84023546766251,0.9032034429073237,13.118832470594768,10.806781422954572,19.059564922555968,18.712265883086726,5.334406409277302,2.6092562265459445,11.610074229235387,6,0,4.0799206940429364,Office,1009.6239965218255,15.973996146649995,15.092129638666378,0.8543913710795412,0.10780338499991945,0.03614637508843129,0.9,0.0,2.5368985146875884,108847.5556911448,B00013,"Sanchez, Powell and Lewis Building",South Charles,3,3
9500.33587675148,15,74,1.2278084227898765,0.21885520347735055,5,386,473,84,3,Warm-Humid,20.256802638590347,26.267456798598708,Split,0,0.6981169739691466,0.6608059377138906,0.7386976618317873,5.572739093274603,3.4277919609578915,6.78418024304659,5.701671813096916,2.6161772590583374,1.3398510526108205,22.74754152101179,1,1,3.2754888720760404,Educational,169.50374545765368,3.532320873993228,2.298596584838359,0.7215767514147323,0.04978771341732145,0.008841792657621568,0.9,0.0,2.4862628196871843,22457.738396205827,B00014,Morrison-Mcbride Building,Coryfurt,1,3
9578.523237744974,3,83,0.9131603308344001,0.4716624983452589,8,13,11,6,3,Warm-Humid,22.177387196844116,63.08991405444944,Split,1,0.9211163050331256,0.8497831271011376,0.9753095667426575,9.202781241982896,11.982891411271467,13.765168992418982,20.424097640812963,4.673125206108588,5.702006599863797,23.64768504655084,3,1,3.913719578316082,Office,7.691497494205432,7.748959062458606,10.682482620909747,0.9328440351206254,0.001148402496603399,0.0006264013617836721,0.9,0.24102083510411795,2.328041618463179,10403.336088930537,B00015,Garcia PLC Building,Lake Amanda,3,3
15559.991026497117,5,56,0.7655569339545143,0.3634447662355912,8,803,614,291,6,Cold,4.585702093996655,43.95321013706439,Chiller,0,0.9318305187155732,0.9215444542250247,0.977638487871654,7.074272768960775,4.9595501040743395,9.37385666999663,8.871558454081802,2.274540475071564,2.2365449188131787,14.883947234772908,2,0,3.969059045144899,Educational,464.6098602904934,6.090364910857874,5.802810469536146,0.9474884032136927,0.03946017699845836,0.018701810271256322,1.0,0.0,1.8145612746757622,58318.38919569887,B00016,Rodriguez Ltd Building,West Bridget,1,0
26475.443365795774,23,95,1.2693615250009025,0.4773483075590876,6,855,1085,408,4,Mixed-Dry,24.647447678848618,24.9576378805048,VRF,1,0.8836311951608425,0.8516650494121286,0.9267632160844084,12.851837571019285,5.730894614504091,16.67481669490526,8.032283772269327,4.637902540623398,1.6398286956081136,16.35035522178825,4,1,3.279987582535049,Healthcare,656.4349694486782,9.055022777219229,3.9856328044299403,0.899204854573508,0.04098137224782933,0.015410506799183746,1.1,0.18806473560871223,2.3083294470784743,92914.73636158553,B00017,"Jacobs, Sherman and Smith Building",Dakotaton,2,4
21881.27842278473,37,17,0.9930644840281001,0.37170635360828735,4,1361,1351,505,4,Mixed-Dry,17.8422222508271,34.962115602757414,VRF,1,0.83076030743895,0.7813084657587575,0.8989839592382958,6.526014534063981,3.010923154234139,9.63959384406552,4.219040410182505,2.1235928514956504,1.4621469012475041,13.53605860956054,3,1,3.671157296025393,Educational,754.9989175290565,4.344623717086408,2.27682821682272,0.8642100278085296,0.06174227912539237,0.023079090272630012,1.1,0.1485194875229283,2.0554274997732582,143335.5053733152,B00018,Davis and Sons Building,Crystalburgh,1,4
14915.842439803075,9,9,1.001670226463183,0.2208908947925182,8,206,206,45,2,Hot-Dry,29.356090577083258,63.9553249112099,Split,0,0.7317318169029059,0.6667289727494206,0.7659442638526773,18.045897589295638,6.758095618883035,22.371800746248304,10.665969002028959,10.843828536457602,1.7635178087936176,21.6327555571411,1,1,4.757740401762891,Educational,104.5393405429954,15.1069829660782,5.055729443957809,0.7292534998522473,0.01381081898869399,0.0030169264781127647,0.9,0.0,1.9598516740822856,31063.05473616384,B00019,Morales LLC Building,West Eric,1,3
